Full label,sa-east-1:AWS/EC2 InstanceId:i-0cc67b525d20d0b6f CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-00e86ca81b426f813 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0b8b99a020b2df471 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0b74bd7709a203038 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0abf6b36aa2a2dc8d CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-07657ac99abfc46a3 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-069620b5ca09638cf CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-073b4efd7f0228cd5 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-03872ade62bc8225a CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-09aa94826005e35f9 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0cc2e9b3719af457c CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0a8dadf356b2c1795 CPUUtilization Maximum 3600,sa-east-1:AWS/EC2 InstanceId:i-0df186a05c3ca9670 CPUUtilization Maximum 3600
Label,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization,CPUUtilization
2023/01/04 13:00:00,43.18666666666667,76.66666666666667,82.17666666666666,74.32666666666665,81.54333333333334,75.70833333333334,72.755,76.31833333333334,69.66449440824015,69.55833333333334,68.35833333333333,74.995,
2023/01/04 14:00:00,36.324999999999996,71.475,71.41333333333333,72.11666666666666,86.45833333333334,74.705,66.71833333333333,60.68666666666666,83.67666666666666,70.52499999999999,65.27724537924367,65.38,
2023/01/04 15:00:00,34.52833333333333,70.935,90.25833333333333,70.745,80.88333333333333,66.41333333333334,66.38333333333334,59.76666666666666,34.99666666666666,,,,
2023/01/04 16:00:00,37.166666666666664,93.66,93.125,89.40333333333334,91.42,81.41166666666668,90.27499999999999,,,,,,
2023/01/04 17:00:00,34.05833333333334,88.21833333333333,88.34166666666665,89.95833333333333,87.85833333333333,82.78,84.44333333333334,82.31333333333333,86.92688455192413,66.01833333333333,68.73,,
2023/01/04 18:00:00,45.295,86.10333333333334,76.87,82.695,84.89166666666667,76.96833333333333,77.68333333333334,76.005,75.01666666666667,71.98333333333333,82.07666666666665,74.8454192430126,
2023/01/04 19:00:00,33.62,82.00333333333332,80.89666666666666,73.6,76.37833333333333,84.65833333333333,74.33666666666666,68.10946849114151,82.63195613406444,65.96833333333332,69.675,65.70609510158502,13.544999999999998
2023/01/04 20:00:00,37.78333333333334,78.36,77.02666666666666,79.70833333333334,77.34333333333332,74.61833333333333,71.71166666666666,70.20166666666667,73.52622543709062,67.39666666666668,56.27833333333333,17.294999999999998,16.419999999999998
2023/01/04 21:00:00,62.033333333333324,61.8,62.51,71.05,64.21833333333333,17.338333333333335,15.803333333333335,43.03833333333333,41.80333333333333,40.16666666666667,39.843333333333334,39.26833333333333,5.163333333333333
2023/01/04 22:00:00,68.11166666666668,87.61833333333334,11.476666666666667,,14.661666666666669,13.700000000000001,15.193333333333333,12.478333333333332,13.305,12.221666666666668,11.401666666666667,10.443333333333333,3.7416666666666663
2023/01/04 23:00:00,40.28333333333333,70.62666666666668,,,,,,,,,,,
